,27.9465,28.1965,28.4465,28.6965,28.9465,29.1965,29.4465,29.6965,29.9465,30.1965,30.4465,30.6965,30.9465,31.1965,31.4465,31.6965,31.9465,32.1965,32.4465,32.6965,32.9465,33.1965,33.4465,33.6965,33.9465,34.1965,34.4465,34.6965,34.9465,35.1965
5.1428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
4.8928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
4.6428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
4.3928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
4.1428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
3.8928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
3.6428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,151,151,151,151,151,151,99,99,99,99,99,99
3.3928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,135,135,135,135,151,151,99,99,99,99,99,99
3.1428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,135,135,135,135,151,151,99,99,99,99,99,99
2.8928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,135,135,135,135,151,151,99,99,99,99,99,99
2.6428602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,135,135,135,135,151,151,99,99,99,99,99,99
2.3928602,151,151,151,151,151,151,151,151,151,151,151,151,135,135,135,135,135,135,135,135,135,135,151,151,151,99,99,99,99,99
2.1428602,195,195,195,195,195,195,195,195,195,195,195,195,135,195,195,135,135,135,135,135,135,135,151,151,99,99,99,99,99,99
1.8928602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,135,135,135,135,135,135,135,148,148,99,99,99,99,99,99
1.6428602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,135,135,135,135,135,135,148,148,148,99,99,99,99,99,99
1.3928602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,135,135,135,135,135,148,148,148,148,99,151,151,151,151,151
1.1428602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,135,135,135,135,148,148,148,148,148,148,151,151,151,151,151
0.8928602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,164,164,164,164,148,148,148,148,148,148,148,151,151,151,151
0.6428602,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,164,164,164,164,148,148,148,148,148,148,148,148,151,148,151
0.3928602,174,174,174,174,174,174,174,174,195,195,195,195,195,195,195,164,164,174,174,151,151,148,148,148,148,151,151,151,151,151
0.1428602,174,174,174,174,174,174,174,174,174,174,195,174,174,195,195,164,164,164,164,151,151,151,148,148,148,151,151,151,151,151
-0.1071398,174,174,174,174,174,174,174,174,174,174,195,164,164,195,195,164,164,164,164,151,151,151,151,148,148,151,151,151,151,151
-0.3571398,174,174,174,174,174,174,174,174,174,174,174,164,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-0.6071398,174,174,174,174,174,174,174,174,174,174,174,164,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-0.8571398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-1.1071398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-1.3571398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-1.6071398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-1.8571398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
-2.1071398,189,189,189,189,189,189,189,189,189,174,174,174,164,164,164,164,164,164,164,195,195,195,195,195,195,195,195,195,195,195
